departure_point,arrival_point,measurement_value
P111,P366,4.5946964757537
P112,P469,8.55981883793456
P113,P481,2.1316139616002436
P114,P90,3.3727933240641046
P115,P99,4.779801293390505
P116,P624,8.868220092065943
P117,P335,7.79476197550743
P118,P324,9.263138529280859
P119,P417,6.3512147502549245
P120,P489,6.463463025397392
P121,P581,3.580399776322971
P122,P336,6.229705694065423
P123,P224,5.1201585452530205
P124,P149,5.023796464394931
P125,P319,9.779051198419545
P126,P113,5.407454506334038
P127,P60,6.738831472082815
P128,P587,7.161616149949591
P129,P123,7.273363365753891
P130,P606,7.520163408362053
P131,P48,8.67471683778226
P132,P576,2.5690382725580365
P133,P97,3.9142436294253944
P134,P525,3.523532673329866
P135,P400,5.308920875387399
P136,P454,3.368561303757658
P137,P290,8.477938141529089
P138,P608,6.298769176181793
P139,P207,3.069002062589079
P140,P104,3.094636835550459
P141,P553,3.7079219375459225
P142,P500,3.082026427884177
P143,P292,2.929330807309618
P144,P68,9.396920975427095
P145,P123,2.9537323194397467
P146,P59,9.350972236086507
P147,P57,6.6108020664457765
P148,P279,4.854628235726059
P149,P272,9.246753037273436
P150,P569,3.3809671179530065
P151,P521,7.108511022242911
P152,P101,5.271257517811109
P153,P162,6.5733212799705285
P154,P76,2.3297928101920435
P155,P193,2.447582455670005
P156,P392,4.960295051572125
P157,P463,5.823218541147449
P158,P324,9.926598131651325
P159,P478,9.543682905362576
P160,P31,6.47702295303376
P161,P173,4.64397980658191
P162,P9,5.0807395651882485
P163,P123,7.986388511746454
P164,P502,7.118983271379418
P165,P242,6.347580677786311
P166,P299,2.88472425924441
P167,P260,6.367955301579813
P168,P424,5.111369901364045
P169,P580,5.996494708033859
P170,P232,3.059468810044996
P171,P444,10.400586822312643
P172,P304,5.8155000388336715
P173,P26,10.170784211297587
P174,P142,5.846915624565614
P175,P95,7.818732395451074
P176,P410,8.176364757311324
P177,P401,8.189641176392017
P178,P388,7.907528559915981
P179,P261,6.130331108486169
P180,P526,5.418560344721076
P181,P547,1.7452607950038959
P182,P286,8.865765118520192
P183,P107,5.8023694056860835
P184,P37,1.1392011950568952
P185,P508,10.210853843698903
P186,P520,2.059579137232774
P187,P214,4.809623936845229
P188,P135,1.9912257340809683
P189,P408,2.9281195063336907
P190,P18,5.776555523855506
P191,P252,3.2061628958992165
P192,P594,0.9459051654406804
P193,P163,5.858111198842315
P194,P508,0.87421206942805
P195,P489,7.501098946790857
P196,P278,1.6361915765212727
P197,P312,7.46541796304256
P198,P530,3.4913726961276703
P199,P214,4.796393122305192
P200,P415,9.322269877009328
P201,P350,3.4377229733705303
P202,P439,9.747954630010199
P203,P302,6.17243187594024
P204,P34,4.457446326362714
P205,P565,7.0988296015390775
P206,P510,7.508008105890664
P207,P546,8.636952986800464
P208,P339,2.9025271274598246
P209,P475,3.3395064312965674
P210,P396,1.3472868059459462
P211,P400,2.8830714709842367
P212,P156,7.474558486080094
P213,P233,6.009206569925081
P214,P382,8.807620998033988
P215,P345,5.758057616878962
P216,P396,2.4896796596607023
P217,P332,6.4644733574284
P218,P578,4.472713524714844
P219,P490,8.509216069352554
P220,P34,6.535805526724636
P221,P125,9.680017526800995
P222,P483,5.254840590135713
P223,P349,3.6450939011205863
P224,P580,10.969413121670899
P225,P117,4.3105025553500145
P226,P246,5.884763061311879
P227,P250,9.331262548302764
P228,P243,2.142234325868341
P229,P185,8.713519821130289
P230,P118,5.077939606143601
P231,P234,5.372978549759306
P232,P231,0.7687261734068556
P233,P201,6.463629267273491
P234,P472,2.6764776431805717
P235,P344,3.4576979168841855
P236,P232,1.4837096577170834
P237,P92,3.2981048401843194
P238,P229,6.700268182175005
P239,P95,2.440881519795248
P240,P40,1.0999552885639976
P241,P306,5.59540162704915
P242,P491,1.886043414533154
P243,P311,4.9455538385901505
P244,P117,3.9351823095128653
P245,P122,4.884491673756286
P246,P521,2.987216504176719
P247,P415,7.4218244854510464
P248,P340,9.853138597325092
P249,P282,9.14663383439701
P250,P620,4.770344700652973
P251,P75,5.6468409784423965
P252,P525,6.062344868520426
P253,P533,1.467291711502453
P254,P388,0.8647831208519571
P255,P453,5.444860337986751
P256,P177,7.421520981541189
P257,P222,2.7550557392156336
P258,P42,1.5715952315330044
P259,P106,5.722529279948553
P260,P462,6.108157371412709
P261,P535,4.264851734119852
P262,P479,4.701455976133129
P263,P102,8.49064938274115
P264,P66,5.726196068621628
P265,P596,6.009701334107727
P266,P249,5.671731120645344
P267,P610,5.657878395851926
P268,P538,7.6359683433240715
P269,P334,7.221250591168002
P270,P435,7.518886181788846
P271,P552,5.802649753987968
P272,P327,7.193350041889728
P273,P531,5.092259556664312
P274,P477,9.70570721182278
P275,P150,6.0133707902622096
P276,P164,0.752145777591028
P277,P151,4.94520953989554
P278,P102,8.76744123085911
P279,P530,2.36651813743273
P280,P95,3.472435083408152
P281,P516,8.838864084296896
P282,P105,6.668211925915785
P283,P536,5.652746216566342
P284,P63,4.947077328238736
P285,P309,3.1216181087514756
P286,P528,3.9024817840408486
P287,P209,8.7899302426766
P288,P123,7.746034773383341
P289,P633,4.562431498644147
P290,P420,8.874773877743296
P291,P199,8.92001851430991
P292,P506,4.212516083267073
P293,P158,9.122040662714978
P294,P347,10.386625097634516
P295,P575,2.9854763911276545
P296,P599,9.63547709191053
P297,P346,6.330116750654829
P298,P473,1.6387308932121074
P299,P67,1.9209893790734478
P300,P108,7.724278624297287
P301,P439,9.158521102824327
P302,P144,9.428740953705763
P303,P80,3.2563740605100255
P304,P447,5.798165804514809
P305,P212,9.130314160613002
P306,P255,7.4265675855131565
P307,P297,6.548273683603197
P308,P451,5.249097530830401
P309,P199,5.489550924753941
P310,P419,8.138578735407252
P311,P598,9.615204610907373
P312,P601,3.749359844520502
P313,P387,4.881963596419159
P314,P124,6.885718302206622
P315,P419,2.451860029278092
P316,P426,3.875213450530161
P317,P457,7.42835424611683
P318,P467,6.869574947636637
P319,P376,9.232110060519865
P320,P209,2.427373550111853
P321,P40,8.9522494931403
P322,P178,5.994236040811813
P323,P299,3.9287997451135417
P324,P580,9.974512842318836
P325,P250,7.317828841738023
P326,P327,7.017032435239726
P327,P262,6.586445716683353
P328,P21,7.694387304104112
P329,P161,1.0128920100194878
P330,P49,5.682276893928124
P331,P607,6.743629048181347
P332,P47,8.583204660007755
P333,P418,7.286825834823914
P334,P251,3.712987656900457
P335,P587,6.420321396810768
P336,P10,0.5467680912473948
P337,P65,5.785732948179436
P338,P630,8.07402952583087
P339,P268,8.437623855038256
P340,P80,8.464954691453494
P341,P154,6.9652468700726216
P342,P262,7.642200804895419
P343,P389,7.904790758386434
P344,P6,10.27575853130491
P345,P456,8.300849818786459
P346,P418,1.4022611327064227
P347,P208,3.941259520283805
P348,P383,8.84457778759816
P349,P418,3.2480037636923815
P350,P338,7.082816406219868
P351,P389,9.489849609246042
P352,P627,6.719655676249632
P353,P560,7.321985702956437
P354,P471,8.29962177575383
P355,P412,3.003496577709295
P356,P88,3.9517504326906203
P357,P404,6.988488507959611
P358,P235,7.526388489461902
P359,P363,9.828821001194957
P360,P317,7.414352369578521
P361,P73,10.355607438969578
P362,P359,6.930580161384879
P363,P590,8.510018000826287
P364,P165,6.746038675190824
P365,P316,7.2242024987030184
P366,P40,5.442565951418187
P367,P456,8.829914961639753
P368,P506,2.695917784124775
P369,P14,5.962128946984621
P370,P124,4.9734267945943165
P371,P380,5.145224810130359
P372,P203,1.5504948321863503
P373,P10,9.950611866371084
P374,P234,3.4667088923200216
P375,P558,4.96237696795119
P376,P503,4.037144602937552
P377,P368,5.891232758652411
P378,P633,6.971771696249936
P379,P527,9.3903681338665
P380,P511,1.8717294127072712
P381,P28,1.7175836124916621
P382,P152,2.9175125210103188
P383,P339,7.446894412549806
P384,P58,4.699505319323179
P385,P161,5.4088858352321445
P386,P399,4.7497563259516555
P387,P610,4.200114604237403
P388,P512,5.473294081344323
P389,P201,7.023972758822512
P390,P382,2.103435815626051
P391,P566,5.114795268596298
P392,P197,8.325737638759794
P393,P133,1.0190473886003601
P394,P482,6.673549170412519
P395,P268,5.459015611958377
P396,P595,10.619973016177669
P397,P543,1.554471474195055
P398,P155,8.611872257957915
P399,P437,5.439672013558708
P400,P190,4.36188676569409
P401,P502,3.1898719316992716
P402,P577,9.625326529084852
P403,P6,4.912708927810371
P404,P626,5.370590850701267
P405,P208,6.122811032632563
P406,P625,7.485847397322173
P407,P166,3.4831881228231105
P408,P29,6.366091244041986
P409,P514,8.139841537152796
P410,P505,8.510888369714545
P411,P218,2.7892881822955164
P412,P499,5.780007783579314
P413,P360,5.8281997351078765
P414,P49,6.255090204721342
P415,P21,8.786746624512215
P416,P64,4.466743417445697
P417,P88,9.32605801079475
P418,P47,6.572967879984282
P419,P604,7.4258809973067885
P420,P257,5.110074361171894
P421,P399,8.77693624519369
P422,P214,6.074720543362361
P423,P545,4.120029472794107
P424,P167,3.2371662110497215
P425,P366,4.3758614379385286
P426,P205,6.342643284530429
P427,P483,2.0998555800487213
P428,P530,8.283676810905552
P429,P627,2.648543887707429
P430,P111,0.934262927201368
P431,P82,6.4179585994418975
P432,P485,5.6822680023105745
P433,P18,5.421026257794608
P434,P240,6.069809920143539
P435,P148,5.350905867609219
P436,P548,2.5212089931165607
P437,P74,4.791929773703929
P438,P561,5.5092970269917
P439,P564,2.60537395767945
P440,P449,9.751972789316573
P441,P482,6.124898073903125
P442,P43,8.582482268558074
P443,P349,6.679367912975406
P444,P516,1.5420697839673325
P445,P579,2.0712191777665745
P446,P398,7.587974762120471
P447,P185,5.368546197940565
P448,P453,8.974830104463782
P449,P136,10.836182389530437
P450,P120,3.324139693556899
P451,P25,1.8881034765008855
P452,P565,5.70395513736401
P453,P477,9.248836221532615
P454,P590,5.039295387023331
P455,P173,8.241288675488725
P456,P634,3.053818862607268
P457,P298,5.6059353164722365
P458,P585,8.606927964427136
P459,P20,3.119266128597428
P460,P458,5.766768052919208
P461,P52,6.711997978562238
P462,P4,5.502094876199931
P463,P239,5.442411809083195
P464,P320,4.448452852696379
P465,P410,7.351629822297458
P466,P120,7.7249649079455915
P467,P387,6.8305404067122835
P468,P328,10.057023199664702
P469,P584,7.4420732173141575
P470,P509,0.1387541540603368
P471,P538,6.58058935359031
P472,P48,3.492871536701645
P473,P202,6.872013034963198
P474,P231,0.9941878660265865
P475,P274,5.676239750799472
P476,P559,6.138685075218985
P477,P592,9.440237407474493
P478,P606,8.060832070888853
P479,P317,6.331776492214979
P480,P486,3.687792775924629
P481,P565,7.976972512535347
P482,P542,2.921420357342746
P483,P56,2.925728860172959
P484,P111,4.018275878527811
P485,P15,4.73882181253258
P486,P456,6.535472637484493
P487,P4,4.428189343304811
P488,P56,7.6608595581425964
P489,P153,8.047159135672302
P490,P385,10.662553339216352
P491,P487,9.65753033545176
P492,P630,6.9013018515613105
P493,P64,7.429571083137653
P494,P242,7.244554221419752
P495,P385,5.517532440689481
P496,P493,8.481081290702752
P497,P490,7.450847380026428
P498,P595,5.663064146414181
P499,P155,6.85588452116404
P500,P286,6.8944872647138675
P501,P138,6.233065201528608
P502,P505,9.146045845936744
P503,P452,2.156469484427844
P504,P459,7.6915965531272406
P505,P103,5.148442990189209
P506,P431,5.09480431394218
P507,P135,4.465958004582042
P508,P205,6.385151023860227
P509,P269,10.468656936372199
P510,P12,10.416545770753485
P511,P519,6.458782306706536
P512,P539,6.329774288567427
P513,P435,4.296375914904836
P514,P99,8.772933102890129
P515,P278,3.8372945243074326
P516,P422,6.454713362290387
P517,P405,7.560716668429645
P518,P77,10.431322538364201
P519,P488,6.855994501717111
P520,P206,5.04782310334167
P521,P226,5.039471490935122
P522,P558,1.3409214780958396
P523,P14,10.446852520733538
P524,P380,9.822055083985354
P525,P493,3.528979336586961
P526,P41,5.958706675930683
P527,P397,2.0440885463344634
P528,P81,6.138018667638244
P529,P521,0.31540838584450126
P530,P153,6.188998636597222
P531,P150,4.324555166923426
P532,P453,2.856828563701244
P533,P578,7.54598247003164
P534,P241,5.987280541694806
P535,P294,10.410781505077905
P536,P308,2.522815932204928
P537,P380,8.735919358219615
P538,P237,5.428049631276056
P539,P388,8.222008081058753
P540,P529,3.200592012807562
P541,P42,5.959878945678899
P542,P150,9.706885187116324
P543,P479,9.03125746433477
P544,P598,8.200268505695792
P545,P576,1.7161436260475582
P546,P93,3.024866833395133
P547,P242,9.448543756919445
P548,P382,9.770135955043125
P549,P560,4.6727507460451525
P550,P586,2.4910553413929377
P551,P184,5.132412703458102
P552,P9,7.403799933787409
P553,P623,5.9800243057552205
P554,P105,4.691957916744351
P555,P318,9.252467997359375
P556,P180,3.9167450424060637
P557,P53,9.322062191138157
P558,P160,7.891929570173058
P559,P38,3.209652091984552
P560,P354,9.868276049456625
P561,P157,4.707751853217585
P562,P504,5.329688905838825
P563,P591,8.094999319345353
P564,P138,9.306098515434106
P565,P173,6.9744560940669205
P566,P540,5.00066507424847
P567,P115,8.615976133050832
P568,P125,8.985685514110438
P569,P256,7.9575598710400515
P570,P355,7.12449064329018
P571,P388,2.593393145902816
P572,P55,4.573800485228126
P573,P171,7.534203157025684
P574,P611,8.388891666795073
P575,P70,5.882114968681918
P576,P634,7.278522385468658
P577,P455,5.74475563791563
P578,P203,7.002410292399409
P579,P148,4.766849027285573
P580,P283,9.208677436627736
P581,P239,7.147336517516213
P582,P241,2.1988846366454324
P583,P386,4.103916832387512
P584,P618,5.789739940408626
P585,P19,7.3848060812875955
P586,P317,7.000537255766644
P587,P142,5.827627153869297
P588,P193,9.443629856013114
P589,P313,8.69583883075408
P590,P130,9.746232780844672
P591,P194,6.562369386494395
P592,P607,3.629724173020999
P593,P254,6.898552747837272
P594,P279,4.273196190789151
P595,P438,8.293355493962398
P596,P560,4.833430930564773
P597,P223,8.787482057791175
P598,P202,7.135213276641122
P599,P170,5.441897302109887
P600,P472,5.404164360877619
P601,P602,5.250531939441254
P602,P1,6.3317263334584455
P603,P346,10.580211664016206
P604,P519,3.6706120325586027
P605,P132,2.600163172978124
P606,P137,4.7927337055424495
P607,P307,5.555566262733465
P608,P567,11.05911173603048
P609,P409,6.8233400383226375
P610,P433,5.811790430291629
P611,P82,7.906819404601403
P612,P610,4.840779298782662
P613,P626,6.086147525395487
P614,P530,1.0896953961633458
P615,P63,2.855119493789068
P616,P333,6.362582623101278
P617,P499,6.743806930480249
P618,P461,8.903463112628542
P619,P367,4.438915633574764
P620,P194,9.71927042941744
P621,P286,3.608857628285883
P622,P387,8.486451321662612
P623,P453,5.472733023981307
P624,P463,8.24901780880943
P625,P196,5.722381759606964
P626,P617,0.6163595198106002
P627,P629,3.560115293540829
P628,P438,7.648647619382713
P629,P397,10.492354888969876
P630,P42,3.6811901271285663
P631,P84,7.949807975378261
P632,P14,5.659486220219271
P633,P183,4.849687398848435
P634,P342,6.906110203819418
P540,P102,9.334283141165587
P567,P469,7.042915284242025
P59,P33,6.973838662374911
P152,P350,7.358490236305228
P105,P471,4.799042382228096
P468,P103,6.014102765523612
P301,P132,7.561286436265623
P567,P562,7.643268856355409
P341,P564,1.7916090146075745
P555,P583,7.258633187921969
P319,P91,9.90466545325164
P179,P369,6.9017079480092685
P56,P388,6.363933440010458
P365,P609,7.9747642487828845
P526,P391,6.527137501312787
P148,P543,6.43651196784198
P174,P563,5.474450887161892
P301,P249,10.288371655166612
P296,P406,6.983524114793014
P215,P70,6.080785601463571
P253,P407,4.729052652710976
P374,P493,6.580806951227936
P615,P602,7.044679053791452
P382,P420,4.434110768292703
P301,P376,10.017132274450306
P356,P413,7.051376550509839
P532,P572,4.644700063442682
P424,P418,1.7050439762278717
P214,P247,6.632892766764879
P4,P308,7.497902817179517
P203,P87,8.673259287057927
P133,P178,5.50587052047858
P387,P490,1.0390701159206155
P52,P72,9.57887091428765
P295,P181,5.134165484069445
P460,P535,1.611613027305612
P237,P249,5.438774468594175
P315,P349,6.07682223501678
P529,P440,6.785840503024397
P28,P198,5.119100692428775
P314,P416,5.793931538836952
P23,P393,4.508422223317758
P575,P169,2.445515944216426
P526,P506,1.6304319327449235
P410,P330,5.083776402046129
P575,P512,6.626532444571296
P67,P329,7.157163013525122
P467,P356,10.723408399673335
P595,P274,4.946968582222991
P562,P594,1.5256541496653777
P596,P205,2.716513980879503
P319,P401,7.651636592189171
P139,P50,4.616801732955009
P16,P32,6.21046764551954
P23,P27,6.25710334220266
P56,P561,3.1593997592834167
P352,P629,6.7589584508570475
P124,P572,5.567733950602056
P29,P464,6.576849251096609
P414,P318,5.944764361337239
P20,P65,5.282418405233991
P259,P633,7.908151044510868
P439,P420,7.640790852580599
P555,P358,7.1347688758309635
P312,P64,5.099637346240299
P17,P5,5.853409583427345
P435,P265,8.888620774706514
P210,P330,3.466025286504829
P123,P68,8.935020938703497
P617,P420,6.182219281531827
P322,P191,7.844348703047867
P146,P229,6.583152391323273
P426,P443,2.3490913249360323
P174,P589,4.687770726814439
P383,P225,9.496289217399456
P192,P577,3.0142719940878253
P186,P294,10.031051990136282
P293,P580,7.059823268416345
P627,P552,5.227405740285191
P270,P239,9.56843070255178
P265,P353,8.083027881953669
P544,P206,5.036813815094062
P49,P170,4.587867006636504
P279,P476,2.507319047746334
P105,P614,4.655601608078789
P470,P40,5.98619801669516
P353,P272,1.4148664321077074
P370,P281,2.0806001110395678
P533,P211,1.9111361319877673
P400,P203,6.357831117463974
P592,P269,3.604809271865575
P264,P164,6.321290251262532
P323,P162,3.467042087854037
P62,P354,6.243067401459949
P43,P162,4.427421896002009
P28,P596,3.176770062380581
P335,P499,4.241523973409728
P537,P552,8.603540918828847
P434,P152,3.3690282563736247
P331,P160,7.942690587745417
P129,P182,6.270321524417597
P113,P157,3.6898350111991904
P204,P349,5.621349219416888
P306,P626,6.5686344774798275
P102,P50,9.22758230334409
P142,P263,8.159361171899258
P487,P212,8.114039984730281
P288,P606,2.8195004905342436
P228,P561,1.9043562211379619
P515,P17,6.645149726670801
P420,P274,9.292195282068292
P269,P82,7.673890752592565
P466,P233,8.824626137221314
P299,P5,6.5222773758589225
P229,P595,6.792546389848454
P523,P61,5.462798627149639
P448,P596,4.0867818679003705
P135,P161,3.4078890421194172
P226,P489,8.376470819010615
P365,P210,7.402883765062802
P526,P207,9.194546645979296
P291,P184,2.2062770666014835
P32,P129,7.947017550136416
P541,P228,6.278674572491639
P500,P381,4.050847422462413
P363,P119,5.145397976420224
P130,P100,4.757593057942435
P481,P49,6.3027860114669725
P617,P565,6.84470295832535
P293,P516,5.444963141824353
P528,P558,0.5925154225540165
P571,P365,5.00125370315554
P257,P405,7.671180404426735
P143,P223,9.01535136201014
P315,P100,4.790041473817695
P390,P339,4.568089071003231
P107,P263,5.782967841820059
P396,P533,4.800538555400194
P302,P324,6.279484135633616
P108,P306,6.05472903996246
P283,P592,5.604614154255367
P105,P523,3.524320352409449
P4,P204,8.951723785917835
P590,P248,1.5505462590227383
P253,P504,6.999726764396632
P339,P99,3.6212090803559143
P31,P413,1.714703682429338
P242,P355,4.290343098690894
P52,P412,7.30279250143494
P201,P140,5.526609024435774
P476,P288,1.0787007795011645
P336,P539,7.953916229184104
P548,P267,8.225888639005253
P544,P111,5.558548281203063
P374,P365,10.070948379250872
P345,P594,3.5010870451993354
P40,P537,9.891494347807454
P85,P511,6.965621119979439
P18,P103,9.72378241088626
P450,P229,6.634197969554446
P29,P332,8.429957717673156
P559,P72,4.886895666665429
P119,P589,3.9682547926908267
P272,P389,7.533001213241477
P485,P611,8.739836114195516
P336,P406,4.020783697279495
P485,P40,9.57749037746314
P163,P251,7.744543741886312
P517,P462,7.698329454981999
P554,P35,1.4580826055688696
P555,P366,4.491719231104395
P414,P119,5.752821099333554
P360,P26,5.332527157025868
P347,P401,8.602073147912616
P518,P82,9.918377060676157
P3,P526,10.096008409584615
P217,P392,6.840260477259095
P260,P177,6.227646735824686
P22,P75,4.36984873384047
P61,P576,2.0000959829434883
P286,P405,2.638159337723427
P530,P397,2.5430128995175405
P333,P314,8.372594464774778
P353,P405,2.915989288891465
P417,P265,2.518031744828261
P443,P192,5.708041007005937
P609,P217,6.551371213724138
P266,P594,2.9939529172146475
P113,P593,1.7704423475349234
P629,P129,0.48116014076854574
P420,P223,6.18111335787903
P180,P368,3.2209946276838313
P369,P459,2.032539738816477
P534,P568,9.215422259961308
P496,P260,6.496478443592459
P430,P452,5.804318604858959
P497,P59,3.7284954645453783
P281,P349,5.94059007683334
P461,P49,7.30572837718034
P563,P525,2.9319538215347145
P91,P229,4.171909547048018
P260,P348,1.1929702934668243
P440,P430,10.231716015639455
P522,P508,6.574651823208537
P488,P59,5.644334706004808
P582,P176,0.8852353162976485
P124,P320,6.069928849863867
P582,P455,6.809899817442595
P36,P533,6.913626464785674
P302,P235,3.931629361658108
P363,P171,6.513437989664719
P325,P118,2.2837309211443815
P101,P237,5.960087160312774
P201,P86,4.551814427004996
P300,P19,6.270972041002436
P54,P317,7.544394678701664
P62,P208,9.5423453653527
P379,P155,10.472804281855405
P531,P373,5.622098098130769
P139,P199,6.872779430574136
P535,P169,1.5604167429762525
P86,P585,7.411750024945121
P503,P144,6.297469719261065
P543,P289,6.507678075898066
P500,P199,8.463281525133716
P48,P37,7.08491377112087
P147,P463,4.969489470454714
P15,P301,3.005807407585812
P547,P337,9.998003595841498
P9,P575,4.063607276915639
P380,P553,5.8180271125459075
P469,P309,7.614497637367366
P197,P362,9.514080584391957
P568,P12,4.714193094324475
P316,P251,3.0076321519506126
P604,P437,10.697492665254316
P443,P538,7.318536942394357
P314,P618,9.827977074337554
P405,P388,1.127944965934369
P308,P425,9.309310145056816
P201,P574,4.894695571485014
P441,P219,2.8909106916378855
P616,P364,2.941808302005528
P179,P556,8.248319806222183
P164,P573,5.273900701823351
P311,P355,5.8939925654917324
P210,P63,6.348907825443859
P154,P339,3.78534456810145
P19,P283,7.7301704933398305
P42,P34,6.043345870202939
P334,P208,6.564432216582067
P323,P368,4.734170573150513
P614,P600,8.879182109138817
P588,P262,5.140666328269425
P427,P102,0.5481962917727553
P576,P479,6.0085405648500885
P3,P575,4.6571947487019925
P584,P162,10.303767405238263
P412,P214,6.718887382019081
P36,P3,7.883128269261705
P63,P610,10.786526467340886
P454,P282,2.462975369502828
P595,P161,4.590623491188663
P19,P453,3.1738903573311443
P404,P330,9.496290812066883
P398,P606,1.493674685307295
P592,P528,7.257218618203367
P353,P358,5.914106778552489
P364,P501,1.5352572831358435
P159,P254,4.3451107552566155
P539,P173,5.930197167534634
P59,P220,9.514681921286462
P298,P539,5.775689383181453
P486,P524,4.431998948935286
P394,P236,5.307257113263482
P323,P612,5.57978528643525
P289,P370,9.098554424379717
P181,P167,0.9680710657126698
P531,P236,1.999492638267641
P491,P258,10.55166746385995
P609,P137,0.8760843800109542
P293,P71,7.474433338884595
P542,P418,5.226318098374222
P456,P394,5.297411777692883
P123,P3,7.738759534195707
P39,P613,4.4504558818804405
P519,P396,2.540004094633403
P271,P620,6.7506000982159975
P332,P524,8.55431146820652
P409,P615,0.5019228811253503
P143,P104,7.364293740810339
P375,P296,10.03733992393717
P469,P188,1.3538467172326134
P153,P68,10.901844723567853
P393,P318,6.904468607421184
P253,P606,5.931351820672541
P403,P283,10.605965249327406
P634,P236,2.7291891008695703
P303,P243,10.295330143271052
P176,P405,3.9271989154337343
P265,P290,7.712170221411515
P109,P481,9.196177894724329
P452,P357,6.608560570123808
P262,P148,6.248179959812918
P47,P496,4.786185685178705
P307,P156,5.602244640950592
P28,P427,7.823653102044774
P466,P623,7.2510813502345295
P13,P495,9.369496217462038
P434,P614,0.38444570483262225
P124,P402,6.040565727546888
P554,P615,2.7407224038089617
P203,P567,7.013906194807895
P323,P444,7.09562873312439
P404,P370,9.620131293307603
P300,P103,3.293556315628337
P222,P530,7.220969193739256
P438,P622,8.117135073302192
P186,P260,4.300306425141351
P5,P184,9.068960272928225
P243,P87,7.4587529809005115
P48,P378,4.91340495081312
P600,P255,6.99031350846806
P258,P472,3.920745082724764
P279,P119,3.2931738799319694
P528,P552,7.6216052152445455
P494,P330,1.838003678587877
P287,P291,8.660574438472459
P274,P224,8.236973283135887
P19,P45,1.0864121042811206
P504,P470,6.596114458084006
P210,P515,5.710366555151696
P304,P231,2.273713887254055
P41,P480,2.4369419273276627
P254,P15,2.8866322282620342
P3,P513,1.5252128028332779
P95,P387,5.965003904972763
P55,P9,8.559002659586717
P308,P371,6.749502123780528
P60,P312,8.028733395740527
P240,P559,4.672137668567215
P116,P40,4.114729557556496
P228,P421,3.738655256020099
P391,P443,10.409604117623186
P20,P31,8.715242780110437
P454,P182,7.752764129394591
P204,P140,7.519929591529462
P176,P516,4.862446780896101
