departure_point,arrival_point,measurement_value
LIM,LAX,8.916666666666666
LIM,MIA,5.916666666666668
LIM,NYC,7.666666666666668
LIM,MVD,4.65
LIM,BUE,4.5
LIM,COR,3.75
LIM,PTY,3.6833333333333336
CCS,SCL,8.5
CCS,IST,11.75
CCS,PAR,9.416666666666666
CCS,MAD,8.583333333333334
CCS,MIA,3.583333333333333
CCS,NYC,5.0
CCS,LIS,8.0
CCS,LPB,4.0
CCS,BUE,7.0
CCS,PTY,2.5
CCS,POS,1.8333333333333333
CCS,MAO,2.833333333333333
SCL,ROM,14.25
SCL,SYD,14.333333333333336
SCL,AKL,12.916666666666664
SCL,PUJ,7.833333333333332
SCL,MAD,12.75
SCL,DFW,9.833333333333334
SCL,LPB,2.966666666666667
SCL,MVD,2.2
SCL,MEL,14.75
SCL,BUE,2.0
SCL,COR,1.4666666666666668
LOS,ADD,5.333333333333333
LOS,JNB,5.666666666666668
LOS,FRA,6.416666666666668
LOS,IST,6.5
LOS,LON,6.5
LOS,NBO,5.333333333333333
LOS,ABJ,2.0
LOS,NYC,11.416666666666664
LOS,DLA,1.5833333333333337
LOS,LBV,1.75
ADD,CAI,3.5
ADD,FIH,4.166666666666667
ADD,JNB,5.416666666666668
ADD,DAR,2.833333333333333
ADD,MOW,7.5
ADD,IST,5.5
ADD,ROM,6.0
ADD,BJS,10.5
ADD,NBO,2.1666666666666665
ADD,ABJ,6.25
ADD,STO,8.0
ADD,HKG,10.0
ADD,RUH,3.1666666666666665
ADD,BOM,5.25
ADD,SHA,10.25
ADD,TLV,4.583333333333333
ADD,TNR,4.833333333333333
ADD,CPT,6.5
ADD,KWI,4.333333333333333
ADD,MCT,4.5
ADD,KRT,1.8333333333333333
ADD,NDJ,4.0
ADD,MGQ,2.5
ADD,EBB,2.083333333333333
ADD,DLA,4.333333333333333
ADD,LBV,4.75
CAI,JNB,8.083333333333334
CAI,DAR,5.583333333333332
CAI,MOW,4.75
CAI,FRA,4.416666666666667
CAI,IST,2.333333333333333
CAI,LON,5.166666666666667
CAI,ROM,3.4166666666666665
CAI,BJS,9.5
CAI,TYO,12.0
CAI,NBO,4.75
CAI,MAD,5.0
CAI,ALG,4.166666666666667
CAI,IEV,3.333333333333333
CAI,RUH,2.75
CAI,BOM,5.75
CAI,ATH,2.0
CAI,TLV,1.3333333333333333
CAI,CMN,5.5
CAI,CPH,4.583333333333333
CAI,KWI,2.583333333333333
CAI,MCT,3.6666666666666665
CAI,KRT,2.5
CAI,NDJ,4.166666666666667
CAI,EBB,4.5
CAI,BUD,3.333333333333333
FIH,JNB,3.75
FIH,PAR,8.083333333333334
FIH,NBO,3.5
FIH,ABJ,3.583333333333333
FIH,CMN,6.583333333333332
FIH,DLA,2.5
FIH,LBV,1.6666666666666663
JNB,DAR,3.333333333333333
JNB,FRA,10.583333333333334
JNB,IST,9.833333333333334
JNB,PAR,10.75
JNB,LON,11.333333333333336
JNB,ROM,10.25
JNB,SYD,11.75
JNB,NBO,4.083333333333333
JNB,MAD,10.583333333333334
JNB,TLV,8.666666666666666
JNB,TNR,3.0
JNB,PER,9.083333333333334
JNB,CPT,2.1666666666666665
JNB,ZRH,10.75
JNB,SEZ,4.916666666666667
JNB,MRU,4.0
JNB,RUN,3.8333333333333335
JNB,EBB,4.0
DAR,NBO,1.3333333333333333
DAR,ZRH,8.916666666666666
MOW,FRA,3.4166666666666665
MOW,IST,3.4166666666666665
MOW,PAR,4.0
MOW,LON,4.25
MOW,BJS,7.5
MOW,DEL,6.0
MOW,TYO,9.5
MOW,PUJ,12.583333333333336
MOW,MAD,5.333333333333333
MOW,SGN,9.5
MOW,ULN,6.166666666666668
MOW,ALG,4.916666666666667
MOW,STO,2.333333333333333
MOW,ATH,3.5
MOW,OVB,4.083333333333333
MOW,LED,1.4166666666666667
MOW,SHA,8.75
MOW,TLV,4.416666666666667
MOW,CMN,5.583333333333332
MOW,TBS,2.5
MOW,LIS,5.833333333333332
MOW,PKC,8.333333333333334
MOW,VVO,8.416666666666666
MOW,CMB,8.0
MOW,YKS,6.583333333333332
MOW,AER,2.4166666666666665
MOW,SIP,2.583333333333333
MOW,UFA,2.083333333333333
MOW,ARH,1.9166666666666663
MOW,TSE,3.4166666666666665
MOW,KJA,4.666666666666667
MOW,IKT,5.75
MOW,WAW,2.1666666666666665
MOW,KHV,7.666666666666668
MOW,UUS,8.166666666666666
MOW,OSL,2.6666666666666665
MOW,ZRH,3.583333333333333
MOW,HEL,1.8333333333333333
MOW,MLE,8.75
MOW,MCT,5.666666666666668
MOW,MLA,4.166666666666667
MOW,BUD,2.75
MOW,MSQ,1.3333333333333333
MOW,MMK,2.5
MOW,NSK,4.25
MOW,GDX,7.5
FRA,IST,3.083333333333333
FRA,PAR,1.1666666666666667
FRA,LON,1.5833333333333337
FRA,ROM,1.8333333333333333
FRA,DEL,7.75
FRA,PUJ,10.166666666666666
FRA,NBO,8.0
FRA,MAD,2.75
FRA,SGN,11.583333333333336
FRA,IEV,2.4166666666666665
FRA,STO,2.083333333333333
FRA,KUL,12.416666666666664
FRA,SEA,10.166666666666666
FRA,AYT,3.4166666666666665
FRA,ATH,2.9166666666666665
FRA,LPA,4.75
FRA,LIS,3.1666666666666665
FRA,YYC,9.333333333333334
FRA,YMQ,7.666666666666668
FRA,TSE,5.583333333333332
FRA,WAW,1.5833333333333337
FRA,PTY,11.5
FRA,ANU,9.416666666666666
FRA,CPH,1.3333333333333333
FRA,OSL,1.9166666666666663
FRA,ZRH,0.9166666666666666
FRA,GOT,1.5833333333333337
FRA,MLE,9.916666666666666
FRA,SEZ,10.0
FRA,KWI,5.5
FRA,MCT,6.666666666666668
FRA,FNC,4.25
FRA,MRU,11.416666666666664
FRA,MLA,2.5
FRA,BUD,1.5
FRA,MSQ,2.25
FRA,REC,10.166666666666666
FRA,ADB,3.1666666666666665
IST,PAR,3.6666666666666665
IST,ROM,2.75
IST,BJS,9.25
IST,DEL,5.833333333333332
IST,CGK,11.666666666666664
IST,TYO,11.5
IST,NBO,6.916666666666668
IST,MAD,4.5
IST,MNL,11.083333333333336
IST,SGN,10.75
IST,ALG,3.8333333333333335
IST,IEV,2.0
IST,STO,3.4166666666666665
IST,HKG,10.0
IST,KUL,10.5
IST,RUH,4.166666666666667
IST,NYC,11.0
IST,AYT,1.3333333333333333
IST,ATH,1.5
IST,LED,3.333333333333333
IST,SHA,10.333333333333334
IST,TIP,3.5
IST,TLV,2.1666666666666665
IST,LIS,4.916666666666667
IST,KTM,7.083333333333332
IST,TPE,10.583333333333334
IST,SFO,13.416666666666664
IST,YMQ,10.583333333333334
IST,AER,1.75
IST,SVX,4.416666666666667
IST,UFA,3.9166666666666665
IST,TSE,4.75
IST,WAW,2.5
IST,CPT,11.083333333333336
IST,CPH,3.25
IST,OSL,3.9166666666666665
IST,ZRH,3.083333333333333
IST,GOT,3.5
IST,MLE,8.083333333333334
IST,SEZ,8.333333333333334
IST,KHI,5.416666666666668
IST,KWI,3.583333333333333
IST,ISB,5.333333333333333
IST,MRU,9.916666666666666
IST,DLA,7.166666666666668
IST,BUD,2.083333333333333
IST,MSQ,2.4166666666666665
IST,ADB,1.25
IST,VAN,2.0
PAR,LON,1.25
PAR,DEL,8.5
PAR,PUJ,9.333333333333334
PAR,MAD,2.083333333333333
PAR,ALG,2.25
PAR,ABJ,6.333333333333332
PAR,IEV,3.083333333333333
PAR,PMI,1.9166666666666663
PAR,YVR,10.083333333333334
PAR,RUH,6.0
PAR,BOM,9.083333333333334
PAR,AYT,3.75
PAR,ATH,3.1666666666666665
PAR,LED,3.333333333333333
PAR,TLV,4.583333333333333
PAR,CMN,3.083333333333333
PAR,LPA,4.416666666666667
PAR,TBS,4.5
PAR,LIS,2.6666666666666665
PAR,TNR,10.583333333333334
PAR,TPE,12.833333333333336
PAR,SVX,5.25
PAR,TSE,6.25
PAR,WAW,2.25
PAR,CPT,11.666666666666664
PAR,PTY,10.916666666666664
PAR,CPH,1.8333333333333333
PAR,HEL,2.833333333333333
PAR,SEZ,10.166666666666666
PAR,ISB,7.5
PAR,NDJ,5.666666666666668
PAR,FNC,3.6666666666666665
PAR,MRU,11.25
PAR,DLA,6.583333333333332
PAR,LBV,7.166666666666668
PAR,MLA,2.75
PAR,BUD,2.1666666666666665
PAR,MSQ,3.0
LON,ROM,2.5
LON,PUJ,9.083333333333334
LON,NBO,8.666666666666666
LON,MAD,2.5
LON,SGN,12.333333333333336
LON,ALG,2.833333333333333
LON,IEV,3.333333333333333
LON,STO,2.25
LON,KUL,13.25
LON,PMI,2.4166666666666665
LON,DFW,10.166666666666666
LON,NYC,8.0
LON,AYT,4.166666666666667
LON,ATH,3.75
LON,KEF,3.1666666666666665
LON,TBS,4.833333333333333
LON,YYC,9.45
LON,EDI,1.4166666666666667
LON,TSE,6.416666666666668
LON,WAW,2.4166666666666665
LON,PER,16.75
LON,ANU,8.5
LON,YOW,7.583333333333332
LON,CPH,1.8333333333333333
LON,OSL,2.083333333333333
LON,ZRH,1.75
LON,SEZ,10.25
LON,KHI,7.666666666666668
LON,MCT,7.416666666666668
LON,FNC,4.0
LON,MRU,11.916666666666664
LON,MLA,3.25
ROM,DEL,7.5
ROM,MAD,2.583333333333333
ROM,ALG,1.9166666666666663
ROM,IEV,2.9166666666666665
ROM,STO,3.083333333333333
ROM,HKG,11.333333333333336
ROM,LAX,13.083333333333336
ROM,MIA,11.166666666666664
ROM,PMI,1.75
ROM,ATH,1.9166666666666663
ROM,LED,3.6666666666666665
ROM,CKG,11.166666666666664
ROM,TLV,3.333333333333333
ROM,CMN,3.333333333333333
ROM,TPE,12.333333333333336
ROM,YMQ,8.916666666666666
ROM,SVX,5.333333333333333
ROM,EDI,3.25
ROM,BUE,14.083333333333336
ROM,CPH,2.5
ROM,ZRH,1.5833333333333337
ROM,HEL,3.333333333333333
ROM,MLE,8.583333333333334
ROM,KWI,5.166666666666667
ROM,MLA,1.4166666666666667
ROM,BUD,1.6666666666666663
ROM,MSQ,2.9166666666666665
BJS,DEL,7.416666666666668
BJS,CGK,7.333333333333332
BJS,SYD,11.666666666666664
BJS,MAD,11.833333333333336
BJS,MNL,4.75
BJS,SGN,5.666666666666668
BJS,ULN,2.5
BJS,ALG,12.5
BJS,IEV,10.083333333333334
BJS,HKG,3.5
BJS,KUL,6.333333333333332
BJS,YVR,10.5
BJS,SEA,10.833333333333336
BJS,BOM,7.833333333333332
BJS,ATH,10.75
BJS,OVB,4.75
BJS,LED,8.666666666666666
BJS,TLV,10.333333333333334
BJS,TPE,3.4166666666666665
BJS,VVO,2.4166666666666665
BJS,PUS,2.25
BJS,CJU,2.5
BJS,SPN,6.583333333333332
BJS,CMB,7.5
BJS,YMQ,12.666666666666664
BJS,EDI,10.333333333333334
BJS,TSE,5.916666666666668
BJS,KJA,4.083333333333333
BJS,IKT,3.0
BJS,WAW,9.416666666666666
BJS,MEL,11.5
BJS,LHW,2.583333333333333
BJS,HET,1.3333333333333333
BJS,SPK,3.8333333333333335
BJS,CPH,9.833333333333334
BJS,ZRH,10.583333333333334
BJS,HEL,8.333333333333334
BJS,MLE,8.5
BJS,RGN,4.833333333333333
BJS,ISB,6.5
BJS,MSQ,9.25
DEL,IEV,7.833333333333332
DEL,STO,7.333333333333332
DEL,HKG,5.416666666666668
DEL,RUH,4.916666666666667
DEL,BOM,2.25
DEL,TLV,7.416666666666668
DEL,KTM,1.6666666666666663
DEL,TYO,7.916666666666668
DEL,CMB,3.583333333333333
DEL,MEL,12.25
DEL,CPH,7.75
DEL,ZRH,8.583333333333334
DEL,HEL,7.5
DEL,MLE,4.083333333333333
DEL,KWI,4.583333333333333
DEL,MCT,3.333333333333333
DEL,MRU,7.5
CGK,TYO,7.583333333333332
CGK,MNL,3.9166666666666665
CGK,KUL,2.083333333333333
CGK,RUH,8.666666666666666
CGK,CMB,4.583333333333333
CGK,MCT,7.583333333333332
TYO,AKL,10.583333333333334
TYO,NAN,8.666666666666666
TYO,SGN,6.0
TYO,HKG,4.666666666666667
TYO,LAX,10.0
TYO,KUL,7.5
TYO,DFW,11.583333333333336
TYO,YVR,8.916666666666666
TYO,NYC,12.916666666666664
TYO,SEA,8.566666666666666
TYO,BOM,10.083333333333334
TYO,SHA,3.25
TYO,HNL,7.25
TYO,TPE,3.583333333333333
TYO,GUM,3.75
TYO,VVO,2.333333333333333
TYO,PUS,2.1666666666666665
TYO,PPT,11.5
TYO,CMB,9.333333333333334
TYO,SFO,9.333333333333334
TYO,WAW,11.0
TYO,KHV,2.9166666666666665
TYO,UUS,2.25
TYO,MEL,10.416666666666666
TYO,BNE,9.0
TYO,NOU,8.583333333333334
TYO,SPK,1.5
TYO,ZRH,12.416666666666664
TYO,HEL,10.0
TYO,RGN,7.333333333333332
SYD,POM,4.0
SYD,AKL,3.083333333333333
SYD,NAN,4.0
SYD,HKG,9.583333333333334
SYD,KUL,8.833333333333334
SYD,YVR,14.333333333333336
SYD,CKG,10.833333333333336
SYD,HNL,9.583333333333334
SYD,TYO,9.833333333333334
SYD,MEL,1.5833333333333337
SYD,BNE,1.5
SYD,PER,5.166666666666667
SYD,DRW,4.666666666666667
SYD,HBA,1.9166666666666663
SYD,AYQ,3.5
SYD,VLI,3.75
SYD,NOU,2.833333333333333
SYD,RAR,5.75
SYD,TBU,4.5
SYD,WLG,3.25
SYD,CBR,0.9166666666666666
SYD,CHC,3.1666666666666665
SYD,SUV,5.166666666666667
SUV,AKL,3.1666666666666665
POM,MNL,5.333333333333333
POM,HKG,6.583333333333332
POM,TKK,3.0
POM,TYO,6.75
POM,BNE,3.1666666666666665
AKL,NAN,3.0
AKL,MNL,10.916666666666664
AKL,HKG,11.75
AKL,LAX,12.25
AKL,KUL,11.416666666666664
AKL,YVR,13.166666666666664
AKL,HNL,8.5
AKL,TPE,11.25
AKL,TYO,10.916666666666664
AKL,PPT,4.916666666666667
AKL,SFO,12.166666666666664
AKL,MEL,4.166666666666667
AKL,BNE,3.8333333333333335
AKL,PER,7.5
AKL,VLI,3.583333333333333
AKL,NOU,3.0
AKL,RAR,3.8333333333333335
AKL,TBU,2.9166666666666665
AKL,WLG,1.0833333333333333
AKL,CHC,1.4166666666666667
NAN,HKG,10.5
NAN,LAX,10.75
NAN,HNL,6.583333333333332
NAN,TRW,3.083333333333333
NAN,INU,3.1666666666666665
NAN,TYO,9.083333333333334
NAN,SFO,10.5
NAN,BNE,4.0
NAN,VLI,2.583333333333333
NAN,NOU,2.1666666666666665
NAN,SUV,0.5
NAN,TBU,2.083333333333333
NAN,CHC,4.083333333333333
PUJ,MAD,8.166666666666666
PUJ,MIA,2.783333333333333
PUJ,NYC,4.216666666666667
PUJ,YMQ,4.666666666666667
PUJ,COR,7.833333333333332
PUJ,YOW,4.666666666666667
PUJ,BSB,6.0
UIO,MAD,10.5
UIO,MIA,4.166666666666667
UIO,PTY,1.9833333333333332
NBO,ABJ,6.083333333333332
NBO,BOM,6.25
NBO,TNR,3.333333333333333
NBO,CPT,5.75
NBO,KRT,2.9166666666666665
NBO,MGQ,1.5
NBO,EBB,1.25
NBO,DLA,4.166666666666667
NBO,NYC,15.0
MAD,ALG,1.6666666666666663
MAD,HKG,12.666666666666664
MAD,MIA,9.666666666666666
MAD,DFW,10.75
MAD,KEF,4.333333333333333
MAD,TLV,4.583333333333333
MAD,LPA,3.0
MAD,LIS,1.3333333333333333
MAD,MVD,12.416666666666664
MAD,EDI,2.9166666666666665
MAD,BUE,12.833333333333336
MAD,PTY,10.833333333333336
MAD,ZRH,2.333333333333333
MAD,MLA,2.6666666666666665
MAD,BUD,3.1666666666666665
MAD,REC,8.333333333333334
MNL,SGN,2.833333333333333
MNL,HKG,2.333333333333333
MNL,YVR,12.333333333333336
MNL,RUH,9.666666666666666
MNL,SHA,3.333333333333333
MNL,HNL,10.333333333333334
MNL,TPE,2.333333333333333
MNL,GUM,3.75
MNL,PUS,3.9166666666666665
MNL,TYO,4.5
MNL,MEL,8.333333333333334
MNL,BNE,7.833333333333332
MNL,ROR,3.083333333333333
MNL,SPK,5.0
MNL,KWI,9.75
MNL,MCT,8.583333333333334
SGN,HKG,2.6666666666666665
SGN,KUL,2.0
SGN,CKG,3.583333333333333
SGN,TPE,3.4166666666666665
SGN,PUS,4.816666666666666
SGN,MEL,8.583333333333334
SGN,RGN,2.083333333333333
ULN,HKG,4.5
ULN,PUS,3.4166666666666665
ULN,TYO,4.916666666666667
ULN,IKT,1.0
ULN,HET,1.5
ALG,ABJ,4.833333333333333
ALG,PMI,1.25
ALG,CMN,1.9166666666666663
ALG,LIS,2.083333333333333
ABJ,CMN,4.25
ABJ,LIS,5.166666666666667
ABJ,LBV,2.5
IEV,STO,2.25
IEV,NYC,10.166666666666666
IEV,TLV,3.25
IEV,TBS,2.75
IEV,TSE,4.0
IEV,WAW,1.5
IEV,CPH,2.4166666666666665
IEV,ZRH,2.6666666666666665
IEV,HEL,2.083333333333333
IEV,MLA,3.1666666666666665
IEV,BUD,1.6666666666666663
STO,LAX,11.0
STO,PMI,3.6666666666666665
STO,AYT,4.0
STO,LED,1.4166666666666667
STO,KEF,3.1666666666666665
STO,TLV,4.583333333333333
STO,CMN,5.0
STO,LPA,5.916666666666668
STO,LIS,4.5
STO,WAW,1.6666666666666663
STO,CPH,1.1666666666666667
STO,OSL,1.0
STO,ZRH,2.4166666666666665
STO,MLA,3.6666666666666665
STO,BUD,2.1666666666666665
HKG,LAX,12.916666666666664
HKG,YVR,11.833333333333336
HKG,CKG,2.4166666666666665
HKG,TLV,11.25
HKG,KTM,5.166666666666667
HKG,TPE,1.9166666666666663
HKG,GUM,4.75
HKG,VVO,4.75
HKG,PUS,3.4166666666666665
HKG,CJU,3.083333333333333
HKG,SPN,4.916666666666667
HKG,TYO,4.333333333333333
HKG,CMB,5.75
HKG,SFO,12.416666666666664
HKG,IKT,5.333333333333333
HKG,MEL,9.0
HKG,BNE,8.416666666666666
HKG,PER,7.75
HKG,SPK,5.25
HKG,CPH,12.0
HKG,ZRH,12.416666666666664
HKG,HEL,10.583333333333334
HKG,MLE,6.833333333333332
HKG,RGN,3.25
HKG,MRU,9.75
LAX,MIA,4.916666666666667
LAX,PHX,1.3333333333333333
LAX,YVR,2.8166666666666664
LAX,NYC,5.366666666666666
LAX,SHA,13.833333333333336
LAX,HNL,6.166666666666668
LAX,TPE,14.166666666666664
LAX,TYO,12.166666666666664
LAX,PPT,8.416666666666666
LAX,WAW,11.416666666666664
LAX,MEL,15.75
LAX,BNE,14.0
LAX,RAR,9.5
KUL,RUH,7.666666666666668
KUL,BOM,5.333333333333333
KUL,CKG,4.75
KUL,SHA,5.583333333333332
KUL,KTM,4.75
KUL,TPE,4.916666666666667
KUL,PUS,6.25
KUL,CJU,6.166666666666668
KUL,TYO,7.0
KUL,CMB,3.5
KUL,PER,5.75
KUL,SPK,7.916666666666668
KUL,MLE,4.25
KUL,KHI,6.0
KUL,MCT,6.75
MIA,DFW,3.3166666666666664
MIA,NYC,3.0
MIA,DEN,4.533333333333333
MIA,TLV,12.0
MIA,LIS,8.083333333333334
MIA,MVD,9.366666666666667
MIA,BUE,9.0
MIA,ANU,3.1333333333333333
MIA,POS,3.65
MIA,OSL,9.083333333333334
MIA,HEL,9.583333333333334
MIA,BDA,2.583333333333333
MIA,BSB,7.5
MIA,REC,8.0
MIA,BEL,6.083333333333332
PMI,LPA,3.333333333333333
PMI,EDI,3.1666666666666665
PMI,CPH,3.0
PMI,OSL,3.583333333333333
PMI,ZRH,1.9166666666666663
PMI,GOT,3.1666666666666665
PMI,HEL,4.0
DFW,PHX,2.65
DFW,YVR,4.566666666666666
DFW,NYC,3.333333333333333
DFW,DEN,2.083333333333333
DFW,SFO,4.0
DFW,YYC,4.05
DFW,BUE,10.416666666666666
PHX,YVR,3.1
PHX,SEA,3.1666666666666665
PHX,DEN,1.75
PHX,ANC,6.0
PHX,SFO,2.1
PHX,YYC,3.05
PHX,YWG,3.183333333333333
PHX,YEG,3.333333333333333
YVR,SEA,1.0833333333333333
YVR,KEF,7.25
YVR,SHA,12.166666666666664
YVR,HNL,6.5
YVR,TPE,12.333333333333336
YVR,TYO,10.083333333333334
YVR,SFO,2.4166666666666665
YVR,YYC,1.3833333333333333
YVR,YWG,2.6666666666666665
YVR,YMQ,4.833333333333333
YVR,MEL,16.166666666666668
YVR,BNE,14.666666666666664
YVR,YEG,1.4833333333333334
YVR,YOW,4.6
YVR,YZF,2.4166666666666665
RUH,BOM,4.166666666666667
RUH,CMN,7.166666666666668
RUH,MLE,4.916666666666667
RUH,KHI,3.083333333333333
RUH,ISB,4.0
RUH,MCT,2.25
RUH,KRT,2.9166666666666665
NYC,DEN,4.25
NYC,BOM,14.75
NYC,KEF,5.583333333333332
NYC,SHA,14.916666666666664
NYC,TLV,10.416666666666666
NYC,LIS,6.916666666666668
NYC,YHZ,2.083333333333333
NYC,YMQ,1.4
NYC,ANU,4.316666666666666
NYC,GND,4.966666666666667
NYC,POS,5.0
NYC,KWI,12.166666666666664
NYC,BDA,2.3666666666666667
SEA,KEF,7.333333333333332
SEA,HNL,6.35
SEA,ANC,3.583333333333333
SEA,TPE,12.666666666666664
SEA,SFO,2.333333333333333
SEA,YYC,1.5666666666666669
SEA,YEG,2.1666666666666665
DEN,KEF,7.416666666666668
DEN,ANC,5.533333333333332
DEN,SFO,2.85
DEN,YYC,2.6333333333333333
DEN,YWG,2.216666666666667
DEN,YEG,2.85
DEN,PTY,5.633333333333333
BOM,TLV,7.5
BOM,KTM,2.5
BOM,CMB,2.5
BOM,ZRH,8.833333333333334
BOM,SEZ,4.416666666666667
BOM,KWI,4.166666666666667
BOM,MCT,2.75
BOM,MRU,6.0
BOM,NYC,15.916666666666664
AYT,LED,4.083333333333333
AYT,TLV,1.5
AYT,UFA,3.75
AYT,EDI,4.833333333333333
AYT,WAW,3.0
AYT,CPH,3.583333333333333
AYT,ZRH,3.333333333333333
AYT,HEL,3.8333333333333335
AYT,BUD,2.6666666666666665
AYT,ADB,1.1666666666666667
AYT,VAN,1.8333333333333333
ATH,TLV,2.0
ATH,TBS,2.75
ATH,LIS,4.416666666666667
ATH,WAW,2.583333333333333
ATH,CPH,3.333333333333333
ATH,ZRH,2.833333333333333
ATH,HEL,3.5
ATH,MLA,1.8333333333333333
ATH,BUD,2.0
ATH,ADB,0.9166666666666666
OVB,LED,4.583333333333333
OVB,TBS,4.75
OVB,YKS,3.6666666666666665
OVB,AER,5.0
OVB,SVX,2.333333333333333
OVB,UFA,2.75
OVB,TSE,1.8333333333333333
OVB,KJA,1.4166666666666667
OVB,IKT,2.4166666666666665
OVB,KHV,4.916666666666667
OVB,UUS,5.583333333333332
OVB,NSK,2.6666666666666665
OVB,GDX,5.25
LED,TLV,4.833333333333333
LED,TBS,3.25
LED,YKS,6.75
LED,AER,3.1666666666666665
LED,SVX,2.75
LED,SIP,3.333333333333333
LED,UFA,2.583333333333333
LED,ARH,1.5
LED,KJA,4.833333333333333
LED,ZRH,3.083333333333333
LED,HEL,0.8333333333333334
LED,BUD,2.6666666666666665
LED,MSQ,1.4166666666666667
LED,MMK,1.9166666666666663
LED,NSK,4.083333333333333
KEF,LPA,5.75
KEF,SFO,8.916666666666666
KEF,YMQ,5.75
KEF,EDI,2.25
KEF,WAW,4.0
KEF,YEG,6.583333333333332
KEF,CPH,3.1666666666666665
KEF,NYC,6.0
KEF,BUD,4.416666666666667
CKG,SHA,2.333333333333333
CKG,CMB,6.083333333333332
CKG,URC,4.083333333333333
SHA,TLV,11.416666666666664
SHA,TPE,1.9166666666666663
SHA,VVO,3.1666666666666665
SHA,PUS,1.9166666666666663
SHA,SPN,4.0
SHA,TYO,2.9166666666666665
SHA,CMB,6.916666666666668
SHA,SFO,11.166666666666664
SHA,YMQ,13.75
SHA,MEL,10.333333333333334
